Collection Name,Title#1,Subtitle#1,Uniform Title#1,Alternative Title#1,Non Sort#1,Title Part Number#1,Uniform Title#2,Name Part#1,Name Part Date#1,Name Display Form#1,Name Type#1,Name Authority#1,Name Part#2,Name Part Date#2,Name Display Form#2,Name Type#2,Name Authority#2,Type of Resource#1,Type of Resource Authority#1,Genre#1,Genre Authority#1,Genre Type#1,Genre#2,Genre Authority#2,Genre Type#2,Genre#3,Genre Authority#3,Genre Type#3,Place Term#1,Place Term Type#1,Place Term Authority#1,Date Created#1,Date Captured#1,Date Captured Encoding#1,Place Term#2,Place Term Authority#2,Place Term#3,Place Term Authority#3,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Form#1,Form Authority#1,Internet Media Type#1,Extent#1,Digital Origin#1,Physical Description Note#1,Abstract#1,Abstract#2,Abstract#3,Note#1,Note Type#1,Note#2,Note Type#2,Note#3,Note Type#3,Note#4,Note Type#4,Note#5,Note Type#5,Subject Topic#1,Subject Topic Authority#1,Subject Topic#10,Subject Topic Authority#10,Subject Topic#2,Subject Topic Authority#2,Subject Topic#3,Subject Topic Authority#3,Subject Topic#4,Subject Topic Authority#4,Subject Topic#5,Subject Topic Authority#5,Subject Topic#6,Subject Topic Authority#6,Subject Topic#7,Subject Topic Authority#7,Subject Topic#8,Subject Topic Authority#8,Subject Topic#9,Subject Topic Authority#9,Subject Geographic#1,Subject Geographic Authority#1,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#1,Subject Temporal Authority#1,Subject Temporal#2,Subject Temporal Authority#2,Subject Temporal#3,Subject Temporal Authority#3,Subject Temporal#4,Subject Temporal Authority#4,Subject Title Info#1,Subject Title Info#2,Subject Name#1,Subject Name Authority#1,Subject Name#2,Subject Name Authority#2,Classification#1,Classification Authority#1,Related Item Type#1,Related Item Identifier#1,Related Item Identifier URI#1,Related Item Type#2,Related Item Identifier#2,Related Item Identifier URI#2,Related Item Type#3,Related Item Identifier#3,Related Item Identifier URI#3,Related Item Type#4,Related Item Identifier#4,Related Item Identifier URI#4,Related Item Type#5,Related Item Identifier#5,Related Item Identifier URI#5,Related Item Type#6,Related Item Identifier#6,Related Item Identifier URI#6,Related Item Type#7,Related Item Identifier#7,Related Item Identifier URI#7,Related Item Type#8,Related Item Identifier#8,Related Item Identifier URI#8,Identifier#1,Identifier Type#1,Identifier URI#1,Identifier ARK#1,Physical Location#1,Physical Location Type#1,Shelf Identifier#1,Location URL#1,Access Condition#1,Access Condition Authority#1,Extent List#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME,lnexp_PAGEURL
Medieval Manuscript Leaves,Commentary on Genesis,"PL 198, col. 1109",,,,,,"Peter Damian, Saint",1007?-1072,"Peter Damian, Saint, 1007?-1072",personal,http://id.loc.gov/authorities/names/n50082734,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,devotional literature,http://vocab.getty.edu/page/aat/300254377,work type,commentaries,http://vocab.getty.edu/page/aat/300026098,work type,,,,,,,[1200/1299],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Peter Damian, Commentary (?) on Genesis (PL 198, col. 1109). s. xiii. 290 x 199 mm. Parchment. Single leaf. Double column; each column 210 x 50 mm.; 53 lines to a colÂ¬umn. Blue or red painted initials of varying size.","Bible commentary (Old Testament). 13th c. Gothica Textualis, possibly Littera Parisiensis (cf. SGL, tab. 18). [Peter Damian, Patrologia.]",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,This collection was purchased from Barney Rosenthal (San Francisco) between 1973 and 1982.,acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,"Borders, Ornamental (Decorative arts)",http://id.loc.gov/authorities/subjects/sh85015823,rubrics,http://vocab.getty.edu/page/aat/300196121,colored ink,http://vocab.getty.edu/page/aat/300126356,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,initials (layout features),http://vocab.getty.edu/page/aat/300168055,marginalia (annotations),http://vocab.getty.edu/page/aat/300026102,,,,,,,,,Thirteenth century,http://id.worldcat.org/fast/1150138,,,,,,,,,,,,,,,reverse,Thomson027,http://cudl.colorado.edu/luna/servlet/s/5g4359,,,,,,,,,,,,,,,,,,,,,,Thomson028,local,http://cudl.colorado.edu/luna/servlet/s/tr58wb,https://ark.colorado.edu/ark:/47540/099q564694k3,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 14,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,1095643,219,nspc_medLeaves_thomson026.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095643~140861
Medieval Manuscript Leaves,Commentary on Job,,Moralia in Job,,,,,"Gregory I, Pope",approximately 540-604,"Gregory I, Pope, approximately 540-604",personal,http://id.loc.gov/authorities/names/n79056801,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1100/1200],2009-08-28,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,129417408,reformatted digital,,"Commentary on Job (Gregory, Moralia in Job, XXIV: viii, 20 - x, 24?). Italy [France?], [12th c?] Late Carolingian, separated words. Vellum (possibly binder's waste.) Large binding fragment. 10 7/8"" x 9 1/2"".","Gregory, Moralia in Job (XXIV: viii, 20 - x, 24). Italy (?), s. xi. 242 x 277 mm. Parchment (cropped); probably binder's waste. Double column; each column 216 x 115 mm.; 28 lines to a column.",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,"Given to Hayes in December 1965, by the Caxton Club of Chicago, in 'appreciation for the many years of fruitful and generous contribution of his talents'.",acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,,,,,,,,,,,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Twelfth century,http://id.worldcat.org/fast/1159791,,,,,,,Bible. -- O.T. -- Job -- Commentaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hay010a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/dnqy5r,https://ark.colorado.edu/ark:/47540/7r0z7136k9sn,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 10,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 1,428266,219,hay010a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428266~124984
Medieval Manuscript Leaves,Commentary on the Sentences of Peter Lombard,,,,,,,"Thomas, Aquinas, Saint",1225?-1274,"Thomas, Aquinas, Saint, 1225?-1274",personal,http://id.loc.gov/authorities/names/n78095790,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1575/1599],2009-08-27,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,114842148,reformatted digital,,285 x 210 mm. Parchment. Double column; each column 177 x 55/60 mm.; 37 lines to a column; ruled and bounded. One 3-line blue penwork initial; paraff signs alternately blue and red.,"Super Primo Libro Sententiarum, fol. 14[?]v. Recto and verso: First Book of Sentences, 1.4.2.ex/68Â–2.1.pr/4.",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,"Provenance: Originally 309 leaves: (i) thirty-two leaves, Sotheby's, 26 November 1985, lot 80 with references to other leaves; (ii) one leaf ('260'), University of Utah, Rare Books MS Lat. frag. 9; (iii) one leaf, Maggs, Catalogue 1227 (1997), no. 96; (iv) one leaf, collection of Dr. Christopher de Hamel, London.",acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,colored ink,http://vocab.getty.edu/page/aat/300126356,,,,,,,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,ege040a.jpg,http://cudl.colorado.edu/luna/servlet/s/dxtkw3,,,,,,,,,,,,,,,,,,,,,,ege040b.jpg,local,http://cudl.colorado.edu/luna/servlet/s/61jr9r,https://ark.colorado.edu/ark:/47540/5m256q70w48n,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Ege 40,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,427906,219,ege040b.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~427906~124939
Medieval Manuscript Leaves,Commentary on the Sentences of Peter Lombard,,,,,,,"Thomas, Aquinas, Saint",1225?-1274,"Thomas, Aquinas, Saint, 1225?-1274",personal,http://id.loc.gov/authorities/names/n78095790,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1575/1599],2009-08-27,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,113344584,reformatted digital,,285 x 210 mm. Parchment. Double column; each column 177 x 55/60 mm.; 37 lines to a column; ruled and bounded. One 3-line blue penwork initial; paraff signs alternately blue and red.,"Super Primo Libro Sententiarum, fol. 14[?]v. Recto and verso: First Book of Sentences, 1.4.2.ex/68Â–2.1.pr/4.",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,"Provenance: Originally 309 leaves: (i) thirty-two leaves, Sotheby's, 26 November 1985, lot 80 with references to other leaves; (ii) one leaf ('260'), University of Utah, Rare Books MS Lat. frag. 9; (iii) one leaf, Maggs, Catalogue 1227 (1997), no. 96; (iv) one leaf, collection of Dr. Christopher de Hamel, London.",acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,colored ink,http://vocab.getty.edu/page/aat/300126356,,,,,,,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,ege040b.jpg,http://cudl.colorado.edu/luna/servlet/s/61jr9r,,,,,,,,,,,,,,,,,,,,,,ege040a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/dxtkw3,https://ark.colorado.edu/ark:/47540/tg7q7h06n8fc,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Ege 40,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,427898,219,ege040a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~427898~124938
Medieval Manuscript Leaves,De activa vita ac contemplativa,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1450/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,160044664,reformatted digital,,"OVERSIZE 1. Italy, 15th c. [Certain Italian characteristics; 2nd half of 15th c.] Fine Humanist script on paper. 1 bifolium plus one leaf. [Ex-Ege collection.] 9 3/8"" x 13 1/2"". Photo #78.","Oversize 1: Italy, s. xv. 340 x 235 mm. Parchment. Bifolium + single leaf. Single column; 205 x 138 mm.; 34 lines; ruled and bounded. [St. Prosper of Acquitaine?]",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,Purchased by UCB in 1994.,acquisition,,,,,"Borders, Ornamental (Decorative arts)",http://id.loc.gov/authorities/subjects/sh85015823,,,initials (layout features),http://vocab.getty.edu/page/aat/300168055,"Manuscripts, Medieval -- Colorado -- Boulder",local,patterns (design elements),http://vocab.getty.edu/page/aat/300010108,colored ink,http://vocab.getty.edu/page/aat/300126356,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,sister leaf,hay068b.jpg,http://cudl.colorado.edu/luna/servlet/s/9e2yh4,sister leaf,hay068c.jpg,http://cudl.colorado.edu/luna/servlet/s/fbe1y9,sister leaf,hay068f.jpg,http://cudl.colorado.edu/luna/servlet/s/72r09x,sister leaf,hay068e.jpg,http://cudl.colorado.edu/luna/servlet/s/0c46ar,sister leaf,hay068d.jpg,http://cudl.colorado.edu/luna/servlet/s/9l1y0n,,,,,,,,,,hay068a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/54z0kd,https://ark.colorado.edu/ark:/47540/kf616m80b09b,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 68,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 6,428410,219,hay068a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428410~125002
Medieval Manuscript Leaves,De activa vita ac contemplativa,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1450/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,156097040,reformatted digital,,"OVERSIZE 1. Italy, 15th c. [Certain Italian characteristics; 2nd half of 15th c.] Fine Humanist script on paper. 1 bifolium plus one leaf. [Ex-Ege collection.] 9 3/8"" x 13 1/2"". Photo #78.","Oversize 1: Italy, s. xv. 340 x 235 mm. Parchment. Bifolium + single leaf. Single column; 205 x 138 mm.; 34 lines; ruled and bounded. [St. Prosper of Acquitaine?]",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,Purchased by UCB in 1994.,acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,"Borders, Ornamental (Decorative arts)",http://id.loc.gov/authorities/subjects/sh85015823,patterns (design elements),http://vocab.getty.edu/page/aat/300010108,colored ink,http://vocab.getty.edu/page/aat/300126356,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,initials (layout features),http://vocab.getty.edu/page/aat/300168055,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,sister leaf,hay068a.jpg,http://cudl.colorado.edu/luna/servlet/s/54z0kd,sister leaf,hay068b.jpg,http://cudl.colorado.edu/luna/servlet/s/9e2yh4,sister leaf,hay068f.jpg,http://cudl.colorado.edu/luna/servlet/s/72r09x,sister leaf,hay068e.jpg,http://cudl.colorado.edu/luna/servlet/s/0c46ar,sister leaf,hay068d.jpg,http://cudl.colorado.edu/luna/servlet/s/9l1y0n,,,,,,,,,,hay068c.jpg,local,http://cudl.colorado.edu/luna/servlet/s/fbe1y9,https://ark.colorado.edu/ark:/47540/2d2w4g6093r8,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 68,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 3 of 6,428426,219,hay068c.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428426~125004
Medieval Manuscript Leaves,De activa vita ac contemplativa,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1450/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,152211888,reformatted digital,,"OVERSIZE 1. Italy, 15th c. [Certain Italian characteristics; 2nd half of 15th c.] Fine Humanist script on paper. 1 bifolium plus one leaf. [Ex-Ege collection.] 9 3/8"" x 13 1/2"". Photo #78.","Oversize 1: Italy, s. xv. 340 x 235 mm. Parchment. Bifolium + single leaf. Single column; 205 x 138 mm.; 34 lines; ruled and bounded. [St. Prosper of Acquitaine?]",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,Purchased by UCB in 1994.,acquisition,,,,,"Borders, Ornamental (Decorative arts)",http://id.loc.gov/authorities/subjects/sh85015823,,,"Manuscripts, Italian -- Colorado -- Boulder",local,"Manuscripts, Medieval -- Colorado -- Boulder",local,patterns (design elements),http://vocab.getty.edu/page/aat/300010108,colored ink,http://vocab.getty.edu/page/aat/300126356,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,initials (layout features),http://vocab.getty.edu/page/aat/300168055,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,sister leaf,hay068a.jpg,http://cudl.colorado.edu/luna/servlet/s/54z0kd,sister leaf,hay068c.jpg,http://cudl.colorado.edu/luna/servlet/s/fbe1y9,sister leaf,hay068f.jpg,http://cudl.colorado.edu/luna/servlet/s/72r09x,sister leaf,hay068e.jpg,http://cudl.colorado.edu/luna/servlet/s/0c46ar,sister leaf,hay068d.jpg,http://cudl.colorado.edu/luna/servlet/s/9l1y0n,,,,,,,,,,hay068b.jpg,local,http://cudl.colorado.edu/luna/servlet/s/9e2yh4,https://ark.colorado.edu/ark:/47540/dp4r710498pq,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 68,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 6,428418,219,hay068b.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428418~125003
Medieval Manuscript Leaves,De activa vita ac contemplativa,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1450/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,156349672,reformatted digital,,"OVERSIZE 1. Italy, 15th c. [Certain Italian characteristics; 2nd half of 15th c.] Fine Humanist script on paper. 1 bifolium plus one leaf. [Ex-Ege collection.] 9 3/8"" x 13 1/2"". Photo #78.","Oversize 1: Italy, s. xv. 340 x 235 mm. Parchment. Bifolium + single leaf. Single column; 205 x 138 mm.; 34 lines; ruled and bounded. [St. Prosper of Acquitaine?]",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,Purchased by UCB in 1994.,acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,marginalia (annotations),http://vocab.getty.edu/page/aat/300026102,colored ink,http://vocab.getty.edu/page/aat/300126356,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,initials (layout features),http://vocab.getty.edu/page/aat/300168055,,,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,sister leaf,hay068a.jpg,http://cudl.colorado.edu/luna/servlet/s/54z0kd,sister leaf,hay068b.jpg,http://cudl.colorado.edu/luna/servlet/s/9e2yh4,sister leaf,hay068f.jpg,http://cudl.colorado.edu/luna/servlet/s/72r09x,sister leaf,hay068e.jpg,http://cudl.colorado.edu/luna/servlet/s/0c46ar,sister leaf,hay068c.jpg,http://cudl.colorado.edu/luna/servlet/s/fbe1y9,,,,,,,,,,hay068d.jpg,local,http://cudl.colorado.edu/luna/servlet/s/9l1y0n,https://ark.colorado.edu/ark:/47540/m7037t23q562,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 68,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 4 of 6,428434,219,hay068d.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428434~125005
Medieval Manuscript Leaves,De activa vita ac contemplativa,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1450/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,146424108,reformatted digital,,"OVERSIZE 1. Italy, 15th c. [Certain Italian characteristics; 2nd half of 15th c.] Fine Humanist script on paper. 1 bifolium plus one leaf. [Ex-Ege collection.] 9 3/8"" x 13 1/2"". Photo #78.","Oversize 1: Italy, s. xv. 340 x 235 mm. Parchment. Bifolium + single leaf. Single column; 205 x 138 mm.; 34 lines; ruled and bounded. [St. Prosper of Acquitaine?]",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,Purchased by UCB in 1994.,acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,"Borders, Ornamental (Decorative arts)",http://id.loc.gov/authorities/subjects/sh85015823,patterns (design elements),http://vocab.getty.edu/page/aat/300010108,colored ink,http://vocab.getty.edu/page/aat/300126356,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,initials (layout features),http://vocab.getty.edu/page/aat/300168055,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,sister leaf,hay068a.jpg,http://cudl.colorado.edu/luna/servlet/s/54z0kd,sister leaf,hay068b.jpg,http://cudl.colorado.edu/luna/servlet/s/9e2yh4,sister leaf,hay068f.jpg,http://cudl.colorado.edu/luna/servlet/s/72r09x,sister leaf,hay068d.jpg,http://cudl.colorado.edu/luna/servlet/s/9l1y0n,sister leaf,hay068c.jpg,http://cudl.colorado.edu/luna/servlet/s/fbe1y9,,,,,,,,,,hay068e.jpg,local,http://cudl.colorado.edu/luna/servlet/s/0c46ar,https://ark.colorado.edu/ark:/47540/fz1c0151p3s8,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 68,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 5 of 6,428442,219,hay068e.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428442~125006
Medieval Manuscript Leaves,De activa vita ac contemplativa,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1450/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,156510492,reformatted digital,,"OVERSIZE 1. Italy, 15th c. [Certain Italian characteristics; 2nd half of 15th c.] Fine Humanist script on paper. 1 bifolium plus one leaf. [Ex-Ege collection.] 9 3/8"" x 13 1/2"". Photo #78.","Oversize 1: Italy, s. xv. 340 x 235 mm. Parchment. Bifolium + single leaf. Single column; 205 x 138 mm.; 34 lines; ruled and bounded. [St. Prosper of Acquitaine?]",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,Purchased by UCB in 1994.,acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,"Borders, Ornamental (Decorative arts)",http://id.loc.gov/authorities/subjects/sh85015823,patterns (design elements),http://vocab.getty.edu/page/aat/300010108,colored ink,http://vocab.getty.edu/page/aat/300126356,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,initials (layout features),http://vocab.getty.edu/page/aat/300168055,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,sister leaf,hay068a.jpg,http://cudl.colorado.edu/luna/servlet/s/54z0kd,sister leaf,hay068b.jpg,http://cudl.colorado.edu/luna/servlet/s/9e2yh4,sister leaf,hay068e.jpg,http://cudl.colorado.edu/luna/servlet/s/0c46ar,sister leaf,hay068d.jpg,http://cudl.colorado.edu/luna/servlet/s/9l1y0n,sister leaf,hay068c.jpg,http://cudl.colorado.edu/luna/servlet/s/fbe1y9,,,,,,,,,,hay068f.jpg,local,http://cudl.colorado.edu/luna/servlet/s/72r09x,https://ark.colorado.edu/ark:/47540/30922p72g1tw,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 68,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 6 of 6,428450,219,hay068f.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428450~125007
