Collection Name,Title#1,Subtitle#1,Uniform Title#1,Alternative Title#1,Non Sort#1,Title Part Number#1,Uniform Title#2,Name Part#1,Name Part Date#1,Name Display Form#1,Name Type#1,Name Authority#1,Name Part#2,Name Part Date#2,Name Display Form#2,Name Type#2,Name Authority#2,Type of Resource#1,Type of Resource Authority#1,Genre#1,Genre Authority#1,Genre Type#1,Genre#2,Genre Authority#2,Genre Type#2,Genre#3,Genre Authority#3,Genre Type#3,Place Term#1,Place Term Type#1,Place Term Authority#1,Date Created#1,Date Captured#1,Date Captured Encoding#1,Place Term#2,Place Term Authority#2,Place Term#3,Place Term Authority#3,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Form#1,Form Authority#1,Internet Media Type#1,Extent#1,Digital Origin#1,Physical Description Note#1,Abstract#1,Abstract#2,Abstract#3,Note#1,Note Type#1,Note#2,Note Type#2,Note#3,Note Type#3,Note#4,Note Type#4,Note#5,Note Type#5,Subject Topic#1,Subject Topic Authority#1,Subject Topic#10,Subject Topic Authority#10,Subject Topic#2,Subject Topic Authority#2,Subject Topic#3,Subject Topic Authority#3,Subject Topic#4,Subject Topic Authority#4,Subject Topic#5,Subject Topic Authority#5,Subject Topic#6,Subject Topic Authority#6,Subject Topic#7,Subject Topic Authority#7,Subject Topic#8,Subject Topic Authority#8,Subject Topic#9,Subject Topic Authority#9,Subject Geographic#1,Subject Geographic Authority#1,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#1,Subject Temporal Authority#1,Subject Temporal#2,Subject Temporal Authority#2,Subject Temporal#3,Subject Temporal Authority#3,Subject Temporal#4,Subject Temporal Authority#4,Subject Title Info#1,Subject Title Info#2,Subject Name#1,Subject Name Authority#1,Subject Name#2,Subject Name Authority#2,Classification#1,Classification Authority#1,Related Item Type#1,Related Item Identifier#1,Related Item Identifier URI#1,Related Item Type#2,Related Item Identifier#2,Related Item Identifier URI#2,Related Item Type#3,Related Item Identifier#3,Related Item Identifier URI#3,Related Item Type#4,Related Item Identifier#4,Related Item Identifier URI#4,Related Item Type#5,Related Item Identifier#5,Related Item Identifier URI#5,Related Item Type#6,Related Item Identifier#6,Related Item Identifier URI#6,Related Item Type#7,Related Item Identifier#7,Related Item Identifier URI#7,Related Item Type#8,Related Item Identifier#8,Related Item Identifier URI#8,Identifier#1,Identifier Type#1,Identifier URI#1,Identifier ARK#1,Physical Location#1,Physical Location Type#1,Shelf Identifier#1,Location URL#1,Access Condition#1,Access Condition Authority#1,Extent List#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME,lnexp_PAGEURL
Medieval Manuscript Leaves,Book of Hours,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[1400/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,105928340,reformatted digital,,"170 x 118 mm. Parchment. Single leaf. Single column; 99 x 62 mm.; 21 lines; ruled and bounded in black ink. Rectangular borders, recto and verso, 100 x 20 mm., ruled in black ink, both incorporating a bird in pink and gray and flowers in red, green, blue, and gray. 2-line gray white initials, both set within a square frame, decorated in red and blue, both with marginal flourishing in blue, gold, and red; rubricated headÂ¬ings and responses.","Vellum. 1 leaf, 21 lines per page. Bracket border and grisaille initials on liquid gold ground. 4 5/8"" x 6 5/8"".",,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,,,,,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,hay006a.jpg,http://cudl.colorado.edu/luna/servlet/s/0c55dz,,,,,,,,,,,,,,,,,,,,,,hay006b.jpg,local,http://cudl.colorado.edu/luna/servlet/s/8n12q8,https://ark.colorado.edu/ark:/47540/n1732s3677j4,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 6,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,428138,219,hay006b.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428138~124968
Medieval Manuscript Leaves,Book of Hours,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[1450/1500],2009-08-27,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,50536528,reformatted digital,,"188 x 134 mm. Parchment. Single column; 90 x 63 mm.; 12 lines; ruled and bounded in red ink. 1- or 2-line illuminated initials, on rose, blue, white, and gilt ground, with line fillers in same style.","France: Book of Hours, illuminated.",,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,,,,,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,ege045a.jpg,http://cudl.colorado.edu/luna/servlet/s/u78y7o,,,,,,,,,,,,,,,,,,,,,,ege045b.jpg,local,http://cudl.colorado.edu/luna/servlet/s/x51l6u,https://ark.colorado.edu/ark:/47540/mb6v9752h63m,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Ege 45,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,427986,219,ege045b.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~427986~124949
Medieval Manuscript Leaves,Book of Hours,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[1450/1500],2009-08-27,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,51442312,reformatted digital,,"188 x 134 mm. Parchment. Single column; 90 x 63 mm.; 12 lines; ruled and bounded in red ink. 1- or 2-line illuminated initials, on rose, blue, white, and gilt ground, with line fillers in same style.","France: Book of Hours, illuminated.",,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,,,,,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,ege045b.jpg,http://cudl.colorado.edu/luna/servlet/s/x51l6u,,,,,,,,,,,,,,,,,,,,,,ege045a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/u78y7o,https://ark.colorado.edu/ark:/47540/3q1w6018m9cs,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Ege 45,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,427978,219,ege045a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~427978~124948
Medieval Manuscript Leaves,Book of Hours,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[1450/1500],2009-08-27,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,41215844,reformatted digital,,"162 x 121 mm. Parchment. Single column; 95 x 68 mm.; 16 lines; ruled and bounded in red ink. Foliate borders on both recto and verso, with red/purple buds, red flowers and gold and red buds, with green leaves, with gold studding; occasional 2-line illuminated initials.","Northern France: Book of Hours, illuminated.",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,"From: One leaf, Maggs, Illuminations, Catalogue 1319 (2001), no. 95.",acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,,,,,,,,,,,,,,,Northern France,http://id.worldcat.org/fast/1692661,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,ege046b.jpg,http://cudl.colorado.edu/luna/servlet/s/2d3881,,,,,,,,,,,,,,,,,,,,,,ege046a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/9bhjed,https://ark.colorado.edu/ark:/47540/670n828197ps,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Ege 46,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,427994,219,ege046a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~427994~124950
Medieval Manuscript Leaves,Book of Hours,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[1450/1500],2009-08-27,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,45001408,reformatted digital,,168 x 129 mm. Parchment. Single column; 105 x 75 mm.; 18 lines. Frequent 1-line painted initials in blue or red; occasional larger painted blue or red iniÂ¬tials; some rubrication.,Netherlands: Book of Hours.,,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,,,,,,,,,,,,,,,Netherlands,http://id.worldcat.org/fast/1204034,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,ege043a.jpg,http://cudl.colorado.edu/luna/servlet/s/35o6sq,,,,,,,,,,,,,,,,,,,,,,ege043b.jpg,local,http://cudl.colorado.edu/luna/servlet/s/68lteg,https://ark.colorado.edu/ark:/47540/tw8r1069q03r,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Ege 43,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,427954,219,ege043b.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~427954~124945
Medieval Manuscript Leaves,Book of Hours,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[1450/1500],2009-08-27,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,40831920,reformatted digital,,"162 x 121 mm. Parchment. Single column; 95 x 68 mm.; 16 lines; ruled and bounded in red ink. Foliate borders on both recto and verso, with red/purple buds, red flowers and gold and red buds, with green leaves, with gold studding; occasional 2-line illuminated initials.","Northern France: Book of Hours, illuminated.",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,"From: One leaf, Maggs, Illuminations, Catalogue 1319 (2001), no. 95.",acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,,,,,,,,,,,,,,,Northern France,http://id.worldcat.org/fast/1692661,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,ege046a.jpg,http://cudl.colorado.edu/luna/servlet/s/9bhjed,,,,,,,,,,,,,,,,,,,,,,ege046b.jpg,local,http://cudl.colorado.edu/luna/servlet/s/2d3881,https://ark.colorado.edu/ark:/47540/g2170h11c58m,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Ege 46,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,428002,219,ege046b.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428002~124951
Medieval Manuscript Leaves,Book of Hours,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[1450/1500],2009-08-27,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,44677260,reformatted digital,,168 x 129 mm. Parchment. Single column; 105 x 75 mm.; 18 lines. Frequent 1-line painted initials in blue or red; occasional larger painted blue or red iniÂ¬tials; some rubrication.,Netherlands: Book of Hours.,,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,,,,,,,,,,,,,,,Netherlands,http://id.worldcat.org/fast/1204034,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,ege043b.jpg,http://cudl.colorado.edu/luna/servlet/s/68lteg,,,,,,,,,,,,,,,,,,,,,,ege043a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/35o6sq,https://ark.colorado.edu/ark:/47540/bk0m8g06t6x8,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Ege 43,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,427946,219,ege043a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~427946~124944
Medieval Manuscript Leaves,Book of Hours (from Penitential Psalms),,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[Circa 1300],2009-08-12,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,23104688,reformatted digital,,"137 x 86 mm. Parchment. Single leaf. Single column; 81 x 56 mm.; 20 lines; ruled and bounded in ink. Antlered and bearded animal outlined in ink, with body and antlers in gray/light blue, on recto as bottom line filler; another similar animal is first line filler on verso.","Catholic Church. Liturgy and Ritual. Hours. Leaf from a late 13th century French Book of Hours. [Very early 14th c.?] Burnished gold initials, blue and red line fillers, and two drawings of antlered animals.",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,"Penciled folio number '89' on recto. Gift of John Feldman to UCB, 14 December 1995.",acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,historiated initials,http://vocab.getty.edu/page/aat/300194390,,,,,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Thirteenth century,http://id.worldcat.org/fast/1150138,,,,,,,,,,,,,,,reverse,ms308b,http://cudl.colorado.edu/luna/servlet/s/8f3wtw,,,,,,,,,,,,,,,,,,,,,,ms308a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/25zs74,https://ark.colorado.edu/ark:/47540/mf455j3175wj,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,MS 308,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,428554,219,ms308a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428554~125020
Medieval Manuscript Leaves,Book of Hours (from Penitential Psalms),,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[Circa 1300],2009-08-12,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,23761360,reformatted digital,,"137 x 86 mm. Parchment. Single leaf. Single column; 81 x 56 mm.; 20 lines; ruled and bounded in ink. Antlered and bearded animal outlined in ink, with body and antlers in gray/light blue, on recto as bottom line filler; another similar animal is first line filler on verso.","Catholic Church. Liturgy and Ritual. Hours. Leaf from a late 13th century French Book of Hours. [Very early 14th c.?] Burnished gold initials, blue and red line fillers, and two drawings of antlered animals.",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,"Penciled folio number '89' on recto. Gift of John Feldman to UCB, 14 December 1995.",acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,historiated initials,http://vocab.getty.edu/page/aat/300194390,,,,,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Thirteenth century,http://id.worldcat.org/fast/1150138,,,,,,,,,,,,,,,reverse,ms308a.jpg,http://cudl.colorado.edu/luna/servlet/s/25zs74,,,,,,,,,,,,,,,,,,,,,,ms308b.jpg,local,http://cudl.colorado.edu/luna/servlet/s/8f3wtw,https://ark.colorado.edu/ark:/47540/sx9s5k42c6n7,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,MS 308,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,428562,219,ms308b.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428562~125021
Medieval Manuscript Leaves,Book of Hours (Office of the Dead),,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[1450/1500],2009-08-28,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,38975120,reformatted digital,,"168 x 114 mm. Parchment. Single leaf. Single column; 113 x 70 mm.; 24 lines. Ruled rectangular borders on both recto and verso, with flowers and tracery in red, orange, blue, green, and gray; one 2-line initial, in blue and white on a gilt ground; each verse marked by 1-line gilt initials on (alternately) blue or red with gilt designs; line fillers alternately blue or red with gilt designs; rubricated headings.","Book of Hours: Psalm 25, Psalm 27, France, 15th c. 1 leaf, 24 lines per page. Bracket border, liquid gold initials. [Requiem, Office of the Dead? 1418?]",,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,,,,,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,hay003b.jpg,http://cudl.colorado.edu/luna/servlet/s/9mtr8s,,,,,,,,,,,,,,,,,,,,,,hay003a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/2o4471,https://ark.colorado.edu/ark:/47540/0f2k9431110q,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 3,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,428026,219,hay003a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428026~124954
Medieval Manuscript Leaves,Book of Hours (Office of the Dead),,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,,,,,,,,,,[1450/1500],2009-08-28,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,39470048,reformatted digital,,"168 x 114 mm. Parchment. Single leaf. Single column; 113 x 70 mm.; 24 lines. Ruled rectangular borders on both recto and verso, with flowers and tracery in red, orange, blue, green, and gray; one 2-line initial, in blue and white on a gilt ground; each verse marked by 1-line gilt initials on (alternately) blue or red with gilt designs; line fillers alternately blue or red with gilt designs; rubricated headings.","Book of Hours: Psalm 25, Psalm 27, France, 15th c. 1 leaf, 24 lines per page. Bracket border, liquid gold initials. [Requiem, Office of the Dead? 1418?]",,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,,,,,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,reverse,hay003a.jpg,http://cudl.colorado.edu/luna/servlet/s/2o4471,,,,,,,,,,,,,,,,,,,,,,hay003b.jpg,local,http://cudl.colorado.edu/luna/servlet/s/9mtr8s,https://ark.colorado.edu/ark:/47540/c72z1w0102gg,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 3,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,428034,219,hay003b.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428034~124955
Medieval Manuscript Leaves,Book of Hours leaf,,Book of hours,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,books of hours,http://vocab.getty.edu/page/aat/300026457,work type,rituals (liturgical books),http://vocab.getty.edu/page/aat/300212285,work type,liturgy,http://vocab.getty.edu/page/aat/300055983,work type,,,,[1450/1500],2009-08-12,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,46676656,reformatted digital,,"174 x 136 mm. Parchment. Single leaf. Single column; 99 x 70 mm.; 13 lines. Illuminated O (2-line) on red and blue ground, infilled with white and gray tracery.",,,Illumination Flemish? Script looks English,physical details,Provenance: Pencilled on bottom recto: '32-152-8,acquisition,,,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,initials (layout features),http://vocab.getty.edu/page/aat/300168055,foliation (pattern),http://vocab.getty.edu/page/aat/300165104,gilding (material),http://vocab.getty.edu/page/aat/300379350,,,,,,,,,,,Southern France,http://id.worldcat.org/fast/1692608,France--Tours,http://id.worldcat.org/fast/1210081,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,Catholic Church -- Book of hours,,,,,,,,reverse,ms322b.jpg,http://cudl.colorado.edu/luna/servlet/s/214bxt,,,,,,,,,,,,,,,,,,,,,,ms322a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/on5hdl,https://ark.colorado.edu/ark:/47540/pz2p8p42p0gc,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,MS 322,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,428666,219,ms322a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428666~125034
